schema_version,organization_id,canonical_name,group_id,official_domains,geography,aliases,status,confidence,evidence_ids,version
agent-hiring-map-public/1.0,ORG-0028671DDFABD673,Hyundai Capital America,null,"[""hyundaicapital.taleo.net""]","[""United States""]","[""Hyundai Capital America""]",active,0.9,"[""AMC-6687""]",1
agent-hiring-map-public/1.0,ORG-004283BB37EAEFFE,它石智航 / TARS,null,"[""tarsrobot.jobs.feishu.cn""]","[""China""]","[""它石智航 / TARS""]",active,0.9,"[""AMC-6766""]",1
agent-hiring-map-public/1.0,ORG-007F2F8CDCEABCF4,Replicas,null,"[""tryreplicas.com""]","[""United States""]","[""Replicas""]",active,0.9,"[""AMC-7104""]",1
agent-hiring-map-public/1.0,ORG-0097DC7B0A6EE85D,Aeris Communications,null,"[""aeriscommunications.applytojob.com""]","[""United States""]","[""Aeris Communications""]",active,0.9,"[""AMC-6554""]",1
agent-hiring-map-public/1.0,ORG-009AA6BDF27661C5,PaleBlueDot AI,null,"[""prnewswire.com""]","[""United States""]","[""PaleBlueDot AI""]",active,0.9,"[""AMC-5990""]",1
agent-hiring-map-public/1.0,ORG-009CCFC5EED9F438,RuoYi AI,null,"[""ruoyiai.chat""]","[""China""]","[""RuoYi AI""]",active,0.9,"[""AMC-1498""]",1
agent-hiring-map-public/1.0,ORG-0172D1CE1B845058,深圳理工大学,null,"[""suat-sz.edu.cn""]","[""China""]","[""深圳理工大学""]",active,0.9,"[""AMC-6459""]",1
agent-hiring-map-public/1.0,ORG-01A3C78FA2BDE587,金科环境股份有限公司 / GreenTech Environmental,null,"[""greentech.com.cn""]","[""China""]","[""金科环境股份有限公司 / GreenTech Environmental""]",active,0.9,"[""AMC-6707""]",1
agent-hiring-map-public/1.0,ORG-01CA245C96C8C0B5,NAVER,null,"[""naveruhubinc.applytojob.com""]","[""United States""]","[""Naver U.Hub INC""]",active,1.0,"[""AMC-6552""]",1
agent-hiring-map-public/1.0,ORG-02913FB0FA32690A,广东九悦科技有限公司,null,"[""joyuerpa.com""]","[""China""]","[""广东九悦科技有限公司""]",active,0.9,"[""AMC-6585""]",1
agent-hiring-map-public/1.0,ORG-02D2C7DD83E76A59,Lorikeet,null,"[""jobs.ashbyhq.com""]","[""United States""]","[""Lorikeet""]",active,0.9,"[""AMC-6777""]",1
agent-hiring-map-public/1.0,ORG-02D7E585A7C5C4A6,VAST Data,null,"[""vastdata.com""]","[""United States""]","[""VAST Data""]",active,0.9,"[""AMC-6852""]",1
agent-hiring-map-public/1.0,ORG-0359A5492C14D49C,Rollio,null,"[""rollio.ai""]","[""United States""]","[""Rollio""]",active,0.9,"[""AMC-6363""]",1
agent-hiring-map-public/1.0,ORG-04307710A5DFDB1E,来也 APA Creator,null,"[""laiye.com""]","[""China""]","[""来也 APA Creator""]",active,0.9,"[""AMC-0059""]",1
agent-hiring-map-public/1.0,ORG-04A1D6E54D34B578,"Trico Electric Cooperative, Inc.",null,"[""jobs.ourcareerpages.com""]","[""United States""]","[""Trico Electric Cooperative, Inc.""]",active,0.9,"[""AMC-6690""]",1
agent-hiring-map-public/1.0,ORG-04A9322C3C29327E,Zenity,null,"[""zenity.io""]","[""United States""]","[""Zenity""]",active,0.9,"[""AMC-6509""]",1
agent-hiring-map-public/1.0,ORG-04BC5E3E47FE10FB,Talcott Financial Group,null,"[""jobs.dayforcehcm.com""]","[""United States""]","[""Talcott Financial Group""]",active,0.9,"[""AMC-6989""]",1
agent-hiring-map-public/1.0,ORG-04C66AD88A64A022,阿里妈妈数字营销 / AI万相,null,"[""weixin.sogou.com""]","[""China""]","[""阿里妈妈数字营销 / AI万相""]",active,0.9,"[""AMC-3804""]",1
agent-hiring-map-public/1.0,ORG-04C79AFC0FA43B23,DPR Construction,null,"[""dpr.com""]","[""United States""]","[""DPR Construction""]",active,0.9,"[""AMC-6781""]",1
agent-hiring-map-public/1.0,ORG-04D7C555E3127882,香港中文大学（深圳）,null,"[""freedomintelligence.github.io""]","[""China""]","[""FreedomAI""]",active,1.0,"[""AMC-6665""]",1
agent-hiring-map-public/1.0,ORG-057EE62A75D30D23,KittLabs / KittLabsAI,null,"[""github.com""]","[""China""]","[""KittLabs / KittLabsAI""]",active,0.9,"[""AMC-6979""]",1
agent-hiring-map-public/1.0,ORG-05803840033854B0,Titan Holdings,null,"[""careers-page.com""]","[""United States""]","[""Titan Holdings""]",active,0.9,"[""AMC-6697""]",1
agent-hiring-map-public/1.0,ORG-0581B3B919160EA6,"Lifepoint Health, Inc.",null,"[""lifepointhealth.net""]","[""United States""]","[""Lifepoint Health, Inc.""]",active,0.9,"[""AMC-6709""]",1
agent-hiring-map-public/1.0,ORG-059DE9E378B386E2,Parloa,null,"[""job-boards.eu.greenhouse.io""]","[""United States""]","[""Parloa""]",active,1.0,"[""AMC-1801"",""AMC-1808"",""AMC-1810""]",1
agent-hiring-map-public/1.0,ORG-05E044143DE32757,CXMT / 长鑫存储技术有限公司,null,"[""cxmt.zhiye.com""]","[""China""]","[""CXMT / 长鑫存储技术有限公司""]",active,0.9,"[""AMC-6394""]",1
agent-hiring-map-public/1.0,ORG-061258D2CC02C952,Evovex AI,null,"[""evovexai.com""]","[""China""]","[""EvoFlow / EvoVex AI""]",active,1.0,"[""AMC-1497""]",1
agent-hiring-map-public/1.0,ORG-0640FAF0636E79C4,Clarion,null,"[""clarionhealth.com""]","[""United States""]","[""Clarion""]",active,0.9,"[""AMC-6500""]",1
agent-hiring-map-public/1.0,ORG-0672D49FE5A7035E,V7,null,"[""v7labs.com""]","[""United States""]","[""V7""]",active,0.9,"[""AMC-6456""]",1
agent-hiring-map-public/1.0,ORG-068711B763F9A587,Kraken / Payward,null,"[""jobs.ashbyhq.com""]","[""United States""]","[""Kraken / Payward""]",active,0.9,"[""AMC-6325""]",1
agent-hiring-map-public/1.0,ORG-06E3DA9315B2839C,数睿数据 / Smardaten,null,"[""smardaten.com""]","[""China""]","[""数睿数据 / Smardaten""]",active,0.9,"[""AMC-6666""]",1
agent-hiring-map-public/1.0,ORG-075812E95BC1A79A,上海胜算速惠云科技有限公司,null,"[""shengsuanyun.com""]","[""China""]","[""胜算云 / SSYCloud""]",active,1.0,"[""AMC-7112""]",1
agent-hiring-map-public/1.0,ORG-084333B48CAE15B5,WindClaw,null,"[""windclaw.bot""]","[""China""]","[""WindClaw""]",active,0.9,"[""AMC-0025""]",1
agent-hiring-map-public/1.0,ORG-084432860F5C7267,Apollo Graph Inc.,null,"[""apollographql.com""]","[""United States""]","[""Apollo GraphQL""]",active,1.0,"[""AMC-6455""]",1
agent-hiring-map-public/1.0,ORG-087893DC80183D67,芜湖雄狮汽车科技有限公司 / Lion Tech,null,"[""lionaitech.com""]","[""China""]","[""芜湖雄狮汽车科技有限公司 / Lion Tech""]",active,0.9,"[""AMC-6628""]",1
agent-hiring-map-public/1.0,ORG-08789E9F75FFA5D3,龙岩龙安安全科技有限公司,null,"[""lyrc.cc""]","[""China""]","[""龙岩龙安安全科技有限公司""]",active,0.9,"[""AMC-7209""]",1
agent-hiring-map-public/1.0,ORG-08907F63DD23BADD,Ontora,null,"[""ontora.com""]","[""United States""]","[""Ontora""]",active,0.9,"[""AMC-7022""]",1
agent-hiring-map-public/1.0,ORG-08AC2FFDB94976C8,Ruma Care,null,"[""rumacare.com""]","[""United States""]","[""Ruma Care""]",active,0.9,"[""AMC-6967""]",1
agent-hiring-map-public/1.0,ORG-08E3D92865E59CCB,Datawhale,null,"[""github.com""]","[""China""]","[""Datawhale""]",active,0.9,"[""AMC-6349""]",1
agent-hiring-map-public/1.0,ORG-091269DC9143D905,itongban,null,"[""marketplace.dify.ai""]","[""China""]","[""itongban ChatBI""]",active,1.0,"[""AMC-1906""]",1
agent-hiring-map-public/1.0,ORG-091CDF37A825D860,openJiuwen community,null,"[""openjiuwen.com""]","[""China""]","[""JiuwenSwarm / openJiuwen""]",active,1.0,"[""AMC-1495""]",1
agent-hiring-map-public/1.0,ORG-09661E0C612A68C3,Twelve Labs / 트웰브랩스,null,"[""wowtale.net""]","[""United States""]","[""Twelve Labs / 트웰브랩스""]",active,0.9,"[""AMC-6261""]",1
agent-hiring-map-public/1.0,ORG-0998E6D9A6B4606D,Molina Healthcare,null,"[""careers.molinahealthcare.com""]","[""United States""]","[""Molina Healthcare""]",active,0.9,"[""AMC-6782""]",1
agent-hiring-map-public/1.0,ORG-09AD3F1E7766D123,HyperProbe,null,"[""hyperprobe.co""]","[""United States""]","[""HyperProbe""]",active,0.9,"[""AMC-7140""]",1
agent-hiring-map-public/1.0,ORG-09CCCE78293BD088,Ambral,null,"[""ycombinator.com""]","[""United States""]","[""Ambral""]",active,0.9,"[""AMC-6495""]",1
agent-hiring-map-public/1.0,ORG-0A18BCD796FDBE3A,Shinsegae / Reflection AI,null,"[""wowtale.net""]","[""United States""]","[""Shinsegae / Reflection AI""]",active,0.9,"[""AMC-6056""]",1
agent-hiring-map-public/1.0,ORG-0A4FDDB460654F52,PwC US,null,"[""jobs.us.pwc.com""]","[""United States""]","[""PwC US""]",active,0.9,"[""AMC-6888""]",1
agent-hiring-map-public/1.0,ORG-0A5436B38D4F22CE,MintMCP,null,"[""mintmcp.com""]","[""United States""]","[""MintMCP""]",active,0.9,"[""AMC-6579""]",1
agent-hiring-map-public/1.0,ORG-0B30BDFB9D0BD3C7,VeryAI / Veros Inc.,null,"[""very.org""]","[""United States""]","[""VeryAI / Veros Inc.""]",active,0.9,"[""AMC-6365""]",1
agent-hiring-map-public/1.0,ORG-0B334F0346CC6BA4,Encora,null,"[""job-boards.greenhouse.io""]","[""United States""]","[""Encora""]",active,0.9,"[""AMC-6800""]",1
agent-hiring-map-public/1.0,ORG-0BB9F5F4044068AB,Peppr AI,null,"[""usepeppr.ai""]","[""United States""]","[""Peppr AI""]",active,0.9,"[""AMC-7047""]",1
agent-hiring-map-public/1.0,ORG-0BE4297C7EA86066,西南财经大学,null,"[""fife.swufe.edu.cn""]","[""China""]","[""西南财经大学赵宇通用人工智能与数字经济创新团队""]",active,1.0,"[""AMC-6667""]",1
agent-hiring-map-public/1.0,ORG-0BF723AB444E91B3,Acquisition.com,null,"[""acquisition.com""]","[""United States""]","[""Acquisition.com""]",active,0.9,"[""AMC-7010""]",1
agent-hiring-map-public/1.0,ORG-0BFF3EE26AC64F3F,北京微语天下科技有限公司,null,"[""weiyuai.cn""]","[""China""]","[""北京微语天下科技有限公司""]",active,0.9,"[""AMC-6479""]",1
agent-hiring-map-public/1.0,ORG-0C1E787EA9095D4D,Cheiron,null,"[""cheiron.bio""]","[""United States""]","[""Cheiron""]",active,0.9,"[""AMC-6530""]",1
agent-hiring-map-public/1.0,ORG-0C3C7D1B1F89F97B,北京百炼智能科技有限公司 / 百炼智能,null,"[""bailian-ai.com""]","[""China""]","[""北京百炼智能科技有限公司 / 百炼智能""]",active,0.9,"[""AMC-7001""]",1
agent-hiring-map-public/1.0,ORG-0C49AD40A7846E29,酷睿程 / CARIZON,null,"[""carizon.jobs.feishu.cn""]","[""China""]","[""酷睿程 / CARIZON""]",active,0.9,"[""AMC-6725""]",1
agent-hiring-map-public/1.0,ORG-0C6874E447EF0A93,Armature,null,"[""armature.tech""]","[""United States""]","[""Armature""]",active,0.9,"[""AMC-7099""]",1
agent-hiring-map-public/1.0,ORG-0C71AB0EDA2A88D8,Allen Institute,null,"[""allenai.org""]","[""United States""]","[""The Allen Institute for Artificial Intelligence""]",active,1.0,"[""AMC-1400""]",1
agent-hiring-map-public/1.0,ORG-0CDB902FC3E68E3F,"AnswerMyQ, Inc.",null,"[""answermyq.com""]","[""United States""]","[""AnswerMyQ, Inc.""]",active,0.9,"[""AMC-6457""]",1
agent-hiring-map-public/1.0,ORG-0D0206BEFC32E973,Mutual of Omaha,null,"[""mutualofomaha.com""]","[""United States""]","[""Mutual of Omaha""]",active,0.9,"[""AMC-6783""]",1
agent-hiring-map-public/1.0,ORG-0D802237B22A91ED,Robby,null,"[""ycombinator.com""]","[""United States""]","[""Robby""]",active,0.9,"[""AMC-6567""]",1
agent-hiring-map-public/1.0,ORG-0D864602DFE2A006,Cato Institute,null,"[""recruiting.paylocity.com""]","[""United States""]","[""Cato Institute""]",active,0.9,"[""AMC-6488""]",1
agent-hiring-map-public/1.0,ORG-0DACCBCD8C3B9C86,Naoli / 脑利,null,"[""lcn7t8bwtgww.jobs.feishu.cn""]","[""China""]","[""Naoli / 脑利""]",active,0.9,"[""AMC-1411""]",1
agent-hiring-map-public/1.0,ORG-0DD152F82AFC53D7,Intuigence AI,null,"[""intuigenceai.com""]","[""United States""]","[""Intuigence AI""]",active,0.9,"[""AMC-6574""]",1
agent-hiring-map-public/1.0,ORG-0E18DD011C4AA5C9,Toshiba,null,"[""monster.com""]","[""United States""]","[""Toshiba America Business Solutions, Inc.""]",active,1.0,"[""AMC-7170""]",1
agent-hiring-map-public/1.0,ORG-0E360B64D69A8606,Renesas Electronics,null,"[""renesas.com""]","[""United States""]","[""Renesas Electronics""]",active,0.9,"[""AMC-5199"",""AMC-5335"",""AMC-5337"",""AMC-5340"",""AMC-5341"",""AMC-5344""]",1
agent-hiring-map-public/1.0,ORG-0E949E514B5F2270,瘦吧健康产业集团 / 招聘智能体,null,"[""weixin.sogou.com""]","[""China""]","[""瘦吧健康产业集团 / 招聘智能体""]",active,0.9,"[""AMC-3790""]",1
agent-hiring-map-public/1.0,ORG-0EDEABF6F9C23D73,Longroad Energy,null,"[""longroadenergy.com""]","[""United States""]","[""Longroad Energy""]",active,0.9,"[""AMC-7090""]",1
agent-hiring-map-public/1.0,ORG-0F381AAFEAD77BB6,PATEO,null,"[""atpress.ne.jp""]","[""China""]","[""PATEO""]",active,0.9,"[""AMC-4344""]",1
agent-hiring-map-public/1.0,ORG-0F3DF0E0848C7EC2,SQDM,null,"[""teamtailor.com""]","[""United States""]","[""SQDM""]",active,0.9,"[""AMC-6760""]",1
agent-hiring-map-public/1.0,ORG-0F99DA4A3C528321,InstaLILY AI,null,"[""instalily.ai""]","[""United States""]","[""InstaLILY AI""]",active,0.9,"[""AMC-0485""]",1
agent-hiring-map-public/1.0,ORG-0FAE4652B053377F,SellScale,null,"[""sellscale.com""]","[""United States""]","[""SellScale""]",active,0.9,"[""AMC-6473""]",1
agent-hiring-map-public/1.0,ORG-10136019A6DA14EF,American Chemical Society,null,"[""recruiting.ultipro.com""]","[""United States""]","[""CAS""]",active,1.0,"[""AMC-6763""]",1
agent-hiring-map-public/1.0,ORG-1018635FF48A4BD1,Ocient,null,"[""ocient.com""]","[""United States""]","[""Ocient""]",active,0.9,"[""AMC-6604""]",1
agent-hiring-map-public/1.0,ORG-1081FDAAECEAE9D9,McDonald's,null,"[""mcd.cn""]","[""China""]","[""McDonald's China / 麦当劳中国""]",active,1.0,"[""AMC-6425""]",1
agent-hiring-map-public/1.0,ORG-10CD09FD5D3CED79,中南大学,null,"[""faculty.csu.edu.cn""]","[""China""]","[""中南大学姜守勇团队""]",active,1.0,"[""AMC-6631""]",1
agent-hiring-map-public/1.0,ORG-11086BC2E967ECE9,Gimlet Labs,null,"[""gimletlabs.ai""]","[""United States""]","[""Gimlet Labs""]",active,0.9,"[""AMC-6062""]",1
agent-hiring-map-public/1.0,ORG-111B97B6F0AF00A4,跃盟科技 / Deepleaper Technology,null,"[""deepleaper.com""]","[""China""]","[""跃盟科技 / Deepleaper Technology""]",active,0.9,"[""AMC-7030""]",1
agent-hiring-map-public/1.0,ORG-11DD72DCAD04ECA0,Moka AI,null,"[""mokahr.com""]","[""China""]","[""Moka AI""]",active,0.9,"[""AMC-0293""]",1
agent-hiring-map-public/1.0,ORG-11E6D672E7A54AD9,Shanghai Sudu Technology / 上海苏度科技有限公司,null,"[""wcn7iq2vq1am.jobs.feishu.cn""]","[""China""]","[""Shanghai Sudu Technology / 上海苏度科技有限公司""]",active,0.9,"[""AMC-1406""]",1
agent-hiring-map-public/1.0,ORG-120ED712DEC6FF2F,elly recruiting locator,null,"[""job-boards.greenhouse.io""]","[""United States""]","[""elly client (employer undisclosed)""]",active,1.0,"[""AMC-7155""]",1
agent-hiring-map-public/1.0,ORG-1236323724701EB7,Baidu / 百度,null,"[""ai.baidu.com"",""baidu.com"",""cloud.baidu.com"",""comate.baidu.com"",""miaoda.cn"",""talent.baidu.com"",""wenku.baidu.com"",""xiling.cloud.baidu.com"",""yiyan.baidu.com""]","[""China""]","[""Baidu ACG AI Coding Adoption"",""Baidu ACG Agent Product GTM"",""Baidu AI-Native Monitoring Agent / ACG"",""Baidu Agent Data Security Platform"",""Baidu Application Model R&D"",""Baidu Brand Advertising Agent Strategy / MEG"",""Baidu Cloud Agent Infra / ACG"",""Baidu Cloud GPU Agent Sandbox / ACG"",""Baidu Commercial Agent Algorithms / MEG"",""Baidu Commercial Agent Infrastructure / MEG"",""Baidu Customer-Service QA Agent Adoption / PSIG"",""Baidu Data Intelligence Agent Platform / ACG"",""Baidu DuMate Agent Ecosystem / ACG"",""Baidu DuMate Agent Evaluation / ACG"",""Baidu DuMate Agent Platform / ACG"",""Baidu DuMate Agent Runtime / ACG"",""Baidu DuMate Product Management / ACG"",""Baidu DuMate User And Growth Operations / ACG"",""Baidu Ecommerce Agent Product / MEG"",""Baidu Famou / ACG"",""Baidu Famou Agent Growth Operations / ACG"",""Baidu Foundation Model Agent Training"",""Baidu Foundation Model Code Agent"",""Baidu Health / MEG"",""Baidu Health Agent Evaluation / MEG"",""Baidu IDG Voice and Vehicle Agent"",""Baidu Intelligent Operations LLM System / ACG"",""Baidu Large-Model Application Platform / ACG"",""Baidu MEG AI Engineering Effectiveness"",""Baidu MEG Agent R&D"",""Baidu MEG Multimodal Agent Strategy"",""Baidu Maps Agent Adoption / IDG"",""Baidu MeDo Global Agent Builder / ACG"",""Baidu Merchant Ecommerce Agent / MEG"",""Baidu Miaoda"",""Baidu Network Automation Agent / ACG"",""Baidu PSIG Agent Evaluation Platform"",""Baidu PSIG Code Agent"",""Baidu PSIG Multi-Agent Architecture"",""Baidu PSIG Office Agent"",""Baidu Qianfan Agent And Tools Platform / ACG"",""Baidu Qianfan AppBuilder"",""Baidu Qianfan Financial AI Solutions / ACG"",""Baidu Qianfan Next-Generation Agent Backend / ACG"",""Baidu Sales Data Analysis Agent / MEG"",""Baidu Search DuMate / ACG"",""Baidu Security & Enterprise Efficiency Platform"",""Baidu Wenku and Netdisk AI Product / PSIG"",""Baidu Wenxin Agent Strategy / MEG"",""Baidu Wenxin Assistant / Wenxin App"",""Baidu Xiaodu Multimodal Agent Orchestration / Xiaodu"",""百度 AIDU"",""百度千帆企业招聘智能助手"",""百度文库 AI"",""百度文心快码 Comate"",""百度智能云客悦"",""百度智能云曦灵数字人""]",active,1.0,"[""AMC-0064"",""AMC-0065"",""AMC-0066"",""AMC-0067"",""AMC-0068"",""AMC-0069"",""AMC-0287"",""AMC-0288"",""AMC-0448"",""AMC-3463"",""AMC-3464"",""AMC-3465"",""AMC-3466"",""AMC-3467"",""AMC-3468"",""AMC-3469"",""AMC-3470"",""AMC-3471"",""AMC-3472"",""AMC-3473"",""AMC-3474"",""AMC-3475"",""AMC-3476"",""AMC-3477"",""AMC-3478"",""AMC-3479"",""AMC-3480"",""AMC-3481"",""AMC-3482"",""AMC-3483"",""AMC-3484"",""AMC-3485"",""AMC-3486"",""AMC-3487"",""AMC-3488"",""AMC-3489"",""AMC-3490"",""AMC-3491"",""AMC-3492"",""AMC-3493"",""AMC-3494"",""AMC-3495"",""AMC-3496"",""AMC-3497"",""AMC-3498"",""AMC-3499"",""AMC-3500"",""AMC-3501"",""AMC-3502"",""AMC-3503"",""AMC-3504"",""AMC-3505"",""AMC-3506"",""AMC-3507"",""AMC-3508"",""AMC-3509"",""AMC-3510"",""AMC-3511"",""AMC-3512"",""AMC-3513"",""AMC-7080""]",1
agent-hiring-map-public/1.0,ORG-125EE0D2C2366319,High Side Technology,null,"[""recruiting.paylocity.com""]","[""United States""]","[""High Side Technology""]",active,0.9,"[""AMC-7087""]",1
agent-hiring-map-public/1.0,ORG-135823000FA62F89,China Life Insurance (Group) Company / 中国人寿保险（集团）公司,null,"[""chinalife.zhiye.com""]","[""China""]","[""China Guangfa Bank / 广发银行""]",active,1.0,"[""AMC-6694""]",1
agent-hiring-map-public/1.0,ORG-1362A396C4109825,安诺优达基因科技（北京）股份有限公司,null,"[""annoroad.com""]","[""China""]","[""安诺优达 / Annoroad""]",active,1.0,"[""AMC-7081""]",1
agent-hiring-map-public/1.0,ORG-13AB80A5BA952161,Catena,null,"[""catena.com""]","[""United States""]","[""Catena""]",active,0.9,"[""AMC-7185""]",1
agent-hiring-map-public/1.0,ORG-13AD63EB03A3DB56,Acclaim,null,"[""acclaim.ai""]","[""United States""]","[""Acclaim""]",active,0.9,"[""AMC-6853""]",1
agent-hiring-map-public/1.0,ORG-13E33D91B64DDA5E,Alphabet / Google,null,"[""careers.withwaymo.com"",""google.com""]","[""United States""]","[""Google"",""Waymo""]",active,1.0,"[""AMC-0573"",""AMC-0574"",""AMC-0575"",""AMC-0576"",""AMC-6355""]",1
agent-hiring-map-public/1.0,ORG-142850CD3281AB2E,大连文化教育产业集团有限公司,null,"[""dlwhcyjt.com""]","[""China""]","[""大连文产教育科技有限公司""]",active,1.0,"[""AMC-6673""]",1
agent-hiring-map-public/1.0,ORG-14550D0C8F25A0F3,NetEase / 网易,null,"[""hr.163.com"",""youdao.com""]","[""China""]","[""网易严选"",""网易云音乐"",""网易伏羲"",""网易元气"",""网易智企"",""网易有道"",""网易有道 子曰/AI 助手"",""网易游戏（互娱）"",""网易游戏（雷火）"",""网易职能""]",active,1.0,"[""AMC-0073"",""AMC-1125"",""AMC-1126"",""AMC-1127"",""AMC-1128"",""AMC-1129"",""AMC-1130"",""AMC-1131"",""AMC-1132"",""AMC-1133"",""AMC-1134"",""AMC-1135"",""AMC-1136"",""AMC-1137"",""AMC-1138"",""AMC-1139"",""AMC-1140"",""AMC-1141"",""AMC-1142"",""AMC-1143"",""AMC-1144"",""AMC-1145"",""AMC-1146"",""AMC-1147"",""AMC-1148"",""AMC-1149"",""AMC-1150"",""AMC-1151"",""AMC-1152"",""AMC-1153"",""AMC-1154"",""AMC-1155"",""AMC-1156"",""AMC-1157"",""AMC-1158"",""AMC-1159"",""AMC-1160"",""AMC-1161"",""AMC-1162"",""AMC-1163"",""AMC-1164"",""AMC-1165"",""AMC-1166"",""AMC-1167"",""AMC-1168"",""AMC-1169"",""AMC-1170"",""AMC-1171"",""AMC-1172"",""AMC-1173"",""AMC-1174"",""AMC-1175"",""AMC-1176"",""AMC-1177"",""AMC-1178"",""AMC-1179"",""AMC-1180""]",1
agent-hiring-map-public/1.0,ORG-149831ADB7F636F1,Sekai,null,"[""jobs.ashbyhq.com""]","[""United States""]","[""Sekai""]",active,0.9,"[""AMC-6321""]",1
agent-hiring-map-public/1.0,ORG-14AD2E9CFA65FEC4,Nitra,null,"[""nitra.com""]","[""United States""]","[""Nitra""]",active,0.9,"[""AMC-6041""]",1
agent-hiring-map-public/1.0,ORG-14D590CC63ED7EA7,南京元数信息技术有限公司,null,"[""xpertai.cn""]","[""China""]","[""南京元数信息技术有限公司""]",active,0.9,"[""AMC-6451""]",1
agent-hiring-map-public/1.0,ORG-14D7F33A71963B60,BIK,null,"[""bik.ai""]","[""United States""]","[""BIK""]",active,0.9,"[""AMC-6432""]",1
agent-hiring-map-public/1.0,ORG-152E1BD108F067C4,幂律智能 / PowerLaw,null,"[""powerlaw.ai""]","[""China""]","[""幂律智能 / PowerLaw""]",active,0.9,"[""AMC-0047""]",1
agent-hiring-map-public/1.0,ORG-15394BD36E3C25A3,Credal.ai,null,"[""credal.ai""]","[""United States""]","[""Credal.ai""]",active,0.9,"[""AMC-6752""]",1
agent-hiring-map-public/1.0,ORG-158722378ADAAFD2,Cresta,null,"[""cresta.com""]","[""United States""]","[""Cresta""]",active,1.0,"[""AMC-0563"",""AMC-0564"",""AMC-0565""]",1
agent-hiring-map-public/1.0,ORG-1589E0C81D2AA9B6,Champ AI,null,"[""champ.ai""]","[""United States""]","[""Champ AI""]",active,0.9,"[""AMC-6369""]",1
agent-hiring-map-public/1.0,ORG-158BA77146F3FE9B,OpenAtom Foundation / 开放原子开源基金会,null,"[""openeuler.org""]","[""China""]","[""openEuler / SIG-Intelligence""]",active,1.0,"[""AMC-7146""]",1
agent-hiring-map-public/1.0,ORG-1590DD2A915F4961,Qihe Agent / 启合涌现,null,"[""github.com""]","[""China""]","[""Qihe Agent / 启合涌现""]",active,0.9,"[""AMC-7078""]",1
agent-hiring-map-public/1.0,ORG-15AFA9107DDE7F99,Liminal Strategy,null,"[""liminal.co""]","[""United States""]","[""Liminal Strategy""]",active,0.9,"[""AMC-6366""]",1
agent-hiring-map-public/1.0,ORG-15D2C549CF639B43,贵阳恒智网络科技 / Hengzhi Network,null,"[""gyhzwl.com""]","[""China""]","[""贵阳恒智网络科技 / Hengzhi Network""]",active,0.9,"[""AMC-6794""]",1
agent-hiring-map-public/1.0,ORG-16332CE7ED01D433,Ragent AI / 拿个offer,null,"[""nageoffer.com""]","[""China""]","[""Ragent AI / 拿个offer""]",active,0.9,"[""AMC-1501""]",1
agent-hiring-map-public/1.0,ORG-1641EA3324D422DB,小马智行 / Pony.ai,null,"[""pony.ai""]","[""China""]","[""小马智行 / Pony.ai""]",active,0.9,"[""AMC-6878""]",1
agent-hiring-map-public/1.0,ORG-1684892786A6BD52,福建拓尔通软件有限公司,null,"[""terton.com.cn""]","[""China""]","[""福建拓尔通软件有限公司""]",active,0.9,"[""AMC-6644""]",1
agent-hiring-map-public/1.0,ORG-1684FDF227EA0C1C,RamAIn,null,"[""ycombinator.com""]","[""United States""]","[""RamAIn""]",active,0.9,"[""AMC-6772""]",1
agent-hiring-map-public/1.0,ORG-16A5AFB93A6FC158,Sanity,null,"[""sanity.io""]","[""United States""]","[""Sanity""]",active,0.9,"[""AMC-6392""]",1
agent-hiring-map-public/1.0,ORG-16A9564D4E11EF9F,PDD / 拼多多集团,null,"[""careers.pddglobalhr.com""]","[""China""]","[""PDD / 拼多多集团""]",active,0.9,"[""AMC-6344""]",1
agent-hiring-map-public/1.0,ORG-1708E7D0FB133C70,微脉技术有限公司,null,"[""myweimai.net""]","[""China""]","[""微脉技术有限公司""]",active,0.9,"[""AMC-7061""]",1
agent-hiring-map-public/1.0,ORG-1727191B2F6E878A,Greater New York Mutual Insurance Company,null,"[""paycomonline.net""]","[""United States""]","[""Greater New York Mutual Insurance Company""]",active,0.9,"[""AMC-6909""]",1
agent-hiring-map-public/1.0,ORG-1761A5F57E7C31F3,Yonyou / 用友,null,"[""yonsuite.com"",""yonyou.com""]","[""China""]","[""用友 / BIP企业AI"",""用友 / Yonyou"",""用友 YonYou"",""用友YonSuite / 智能体市场""]",active,1.0,"[""AMC-0299"",""AMC-3798"",""AMC-3805"",""AMC-4996"",""AMC-4997"",""AMC-4998"",""AMC-4999"",""AMC-5000"",""AMC-5001""]",1
agent-hiring-map-public/1.0,ORG-176670BAA520B92F,复旦大学,null,"[""fudan.edu.cn""]","[""China""]","[""复旦大学类脑智能科学与技术研究院""]",active,1.0,"[""AMC-6465""]",1
agent-hiring-map-public/1.0,ORG-177043BD107408BD,飞捷科思智能科技（上海）有限公司 / Fysics,null,"[""fysics.net""]","[""China""]","[""飞捷科思智能科技（上海）有限公司 / Fysics""]",active,0.9,"[""AMC-6786""]",1
agent-hiring-map-public/1.0,ORG-177BBE8214F490A8,Atria Health and Research Institute,null,"[""atria.org""]","[""United States""]","[""Atria Health and Research Institute""]",active,0.9,"[""AMC-7120""]",1
agent-hiring-map-public/1.0,ORG-179FADE24B5BCACD,Trusting Social,null,"[""kompato.ai""]","[""United States""]","[""Kompato AI""]",active,1.0,"[""AMC-6660""]",1
